,Title,Organization,Skills,Ratings,Review counts,Metadata
734,Advanced UX Strategies for Product Managers,Coursera Instructor Network," UI/UX Strategy, User Experience, User Experience Design, Design and Product, Data Storytelling, Experience Design, User Centered Design, Usability Testing, Product Improvement, User Research, Human Centered Design, Design Research, Figma (Design Software), User Feedback, Wireframing, Customer experience improvement, Storytelling, Prioritization",0,0,Intermediate · Course · 1 - 4 Weeks
735,Salesforce Platform App Builder,LearnKartS," Salesforce, Salesforce Development, Dashboard, Application Development, Workflow Management, Force.com, Data Modeling, Operational Efficiency, Data Access, Data Management, Data Sharing, Business Workflow Analysis, Process Design, Cloud Applications, Data Presentation, Application Security, Application Deployment, Business Process Automation, Business Logic, User Interface (UI)",0,0,Beginner · Specialization · 1 - 3 Months
736,"Ultimate TypeScript Course 2024 – Learn, Build & Excel",Packt," React.js, Webpack, Angular, Web Development Tools, JavaScript Frameworks, Development Environment, Debugging, Vue.JS, Event-Driven Programming, Object Oriented Programming (OOP), Data Validation",0,0,Intermediate · Course · 1 - 3 Months
737,Data Structures Using Python - An Introduction,Packt," Data Structures, Graph Theory, Network Model, Python Programming, Data Manipulation, Algorithms, Debugging, Object Oriented Programming (OOP)",0,0,Intermediate · Course · 1 - 3 Months
738,ChatGPT for Web Design - Create Amazing Websites ,Packt," Color Theory, Web Design, Responsive Web Design, HTML and CSS, ChatGPT, User Interface (UI) Design, Generative AI, Artificial Intelligence and Machine Learning (AI/ML), Development Environment, Javascript, Web Servers, Cloud Hosting, Software Installation, Databases",0,0,Beginner · Course · 1 - 4 Weeks
739,"YAML Fundamentals for DevOps, Cloud and IaC Engineers",Packt," Extensible Markup Language (XML), Ansible, Infrastructure as Code (IaC), JSON, Kubernetes, Cloud-Native Computing, DevOps, Microsoft Visual Studio, Python Programming",0,0,Advanced · Course · 1 - 4 Weeks
740,Functional Programming Principles in Scala (Scala 2 version),Йcole Polytechnique Fйdйrale de Lausanne," Scala Programming, Programming Principles, Data Structures, Functional Design, Object Oriented Programming (OOP), Algorithms, Integrated Development Environments",0,0,Intermediate · Course · 1 - 3 Months
741,Creaciуn XR y Metaversos para todos,Universidad de los Andes," Augmented and Virtual Reality (AR/VR), Prototyping, Augmented Reality, Virtual Reality, Usability Testing, Virtual Environment, Unity Engine, UI/UX Research, Cross Platform Development, Game Design, C# (Programming Language), Animations, Unreal Engine, Interaction Design, User Experience, User Interface (UI), Interactive Design, Data Structures, Development Environment, Display Devices",0,0,Intermediate · Specialization · 3 - 6 Months
742,Simple to Stunning: The Fidelity Evolution in Figma Design,Coursera," Figma (Design Software), Graphic and Visual Design, User Interface (UI) Design, Typography, Design Elements And Principles, User Experience Design, Usability, Style Guides, Wireframing, Mockups, UI Components",0,0,Intermediate · Course · 1 - 4 Weeks
743,Chatbots for Beginners: A Complete Guide to Build Chatbots,Packt," Deep Learning, Tensorflow, Amazon Web Services, Artificial Intelligence and Machine Learning (AI/ML), Keras (Neural Network Library), Artificial Intelligence, Machine Learning Methods, Natural Language Processing, Application Development, Python Programming, Serverless Computing, Machine Learning",0,0,Intermediate · Course · 1 - 4 Weeks
744,ChatGPT Voice-Powered Chatbot Build with React and FastAPI,Packt," Full-Stack Web Development, Development Environment, Front-End Web Development, React.js, UI Components, Back-End Web Development, Web Development, Generative AI, Artificial Intelligence, Natural Language Processing, Cascading Style Sheets (CSS), Application Programming Interface (API)",0,0,Intermediate · Course · 1 - 3 Months
745,Scrum Advanced - Software Development and Program Management,Packt," Scrum (Software Development), Agile Project Management, Agile Methodology, Sprint Planning, Sprint Retrospectives, Scalability, Coordinating, Program Management, Project Coordination, Stakeholder Engagement, Influencing",0,0,Intermediate · Course · 1 - 4 Weeks
746,Learn Unity Game Development - Build Six Games with Unity,Packt," Unity Engine, User Interface (UI), Game Design, C# (Programming Language), Android Development, Video Game Development, Application Deployment, Scripting, Software Installation, Development Environment, Animations",0,0,Intermediate · Course · 1 - 3 Months
747,Visual Studio Code for C# Developers,Packt," Debugging, Git (Version Control System), Microsoft Visual Studio, C# (Programming Language), .NET Framework, Development Environment, Integrated Development Environments, Program Development, Software Development Tools, Configuration Management",0,0,Beginner · Course · 1 - 3 Months
748,Learn Man in the Middle Attacks from Scratch,Packt," Penetration Testing, Network Security, Cybersecurity, Threat Detection, General Networking, Vulnerability Management, Linux, System Configuration, Command-Line Interface, Software Installation, Virtual Machines, Network Analysis",0,0,Intermediate · Course · 1 - 3 Months
749,First Steps in R: Importing and Exporting Data,Microsoft," Data Import/Export, Microsoft Visual Studio, Microsoft Excel, R Programming, Data Sharing, Data Processing, Data Cleansing, File Management",0,0,Beginner · Course · 1 - 4 Weeks
750,Google Workspace ??????,Google Cloud," Google Workspace, Gmail, Productivity Software, Service Management, Scripting, Document Management, Collaborative Software, File Management, System Configuration, Automation, Cloud Storage",0,0,Beginner · Course · 1 - 4 Weeks
751,Architecting with Google Kubernetes Engine: Production,Google Cloud," Kubernetes, CI/CD, Google Cloud Platform, Continuous Integration, DevOps, Continuous Delivery, Cloud Services, Application Performance Management, Cloud Storage, Cloud Security, Role-Based Access Control (RBAC), Identity and Access Management, Data Storage, Databases, Authorization (Computing), Database Systems, Authentications",0,0,Intermediate · Course · 1 - 3 Months
752,Introduction to Applied Cryptography,University of London," Cryptography, Application Security, Cybersecurity, Encryption, Vulnerability Assessments, Key Management, Public Key Cryptography Standards (PKCS), Authentications, Mobile Security, Data Integrity",0,0,Beginner · Course · 1 - 4 Weeks
753,Getting Started with Machine Learning at the Edge on Arm,Arm," Embedded Systems, Tensorflow, Applied Machine Learning, Data Processing, Artificial Intelligence and Machine Learning (AI/ML), Artificial Neural Networks, Machine Learning Algorithms, Computer Vision, Deep Learning, Image Analysis, Machine Learning, Performance Tuning",0,0,Intermediate · Course · 1 - 3 Months
754,Looker Studio Pro Essentials - Espaсol,Google Cloud," Data Visualization, Looker (Software), Data Presentation, Collaborative Software, Identity and Access Management, User Accounts, Report Writing, Scheduling, Authorization (Computing), Data Sharing, Administration, Customer Support, Security Controls, Data Import/Export, Auditing",0,0,Intermediate · Course · 1 - 3 Months
755,ETL Processing on Google Cloud Using Dataflow and BigQuery,Google Cloud," Data Pipelines, Extract, Transform, Load, Dataflow, Data Processing, Scripting, Google Cloud Platform, Big Data, Scripting Languages, Cloud Storage",0,0,Intermediate · Project · Less Than 2 Hours
756,Mapping the Mission: User Personas & Journey Design in Figma,Coursera," UI/UX Strategy, Customer Insights",0,0,Intermediate · Course · 1 - 4 Weeks
757,Parallel Programming in Java,Rice University," Java Programming, Dataflow, Java, Distributed Computing, Programming Principles, Application Frameworks, Algorithms, Performance Tuning, Functional Design, Scalability, Computer Science",0,0,Intermediate · Course · 1 - 3 Months
758,Understanding User Needs,University of Michigan," Qualitative Research, User Research, Usability Testing, User Centered Design, Research Methodologies, Needs Assessment, Interviewing Skills, Research, Human Computer Interaction, Data Collection",0,0,Beginner · Course · 1 - 3 Months
759,UX Design: From Concept to Prototype,University of Michigan," User Experience Design, User Story, Prototyping, Wireframing, User Centered Design, Ideation, Conceptual Design, Interaction Design, User Interface (UI), Usability Testing, Storyboarding, Mockups, User Research",0,0,Beginner · Course · 1 - 3 Months
760,"AI for Business: Branding, Creative Content, and Marketing",Skillshare," Prompt Engineering, ChatGPT, Logo Design, Canva (Software), Generative AI, Artificial Intelligence, Video Production, Storytelling, Video Editing, Animations, Education Software and Technology, Content Creation, Creative Design, Generative AI Agents, Motion Graphics, AI Personalization, Brand Strategy, Social Media Content, Branding, Marketing",0,0,Beginner · Specialization · 3 - 6 Months
761,Artificial Intelligence: An Overview,Politecnico di Milano," Artificial Intelligence, Artificial Intelligence and Machine Learning (AI/ML), Computer Science, Computer Vision, Technology Strategies, Natural Language Processing, Innovation, Computer Hardware",0,0,Beginner · Course · 1 - 3 Months
762,.NET Core Mastery: Advanced Techniques for Exp Developers,EDUCBA," Load Balancing, ASP.NET, Test Driven Development (TDD), Debugging, C# (Programming Language), Software Testing, Scalability, Performance Testing, Restful API, Unit Testing, Microservices, .NET Framework, Object-Relational Mapping, Software Architecture, Web Applications, User Accounts, Data Integrity, Object Oriented Design, Distributed Computing, Redis",0,0,Intermediate · Specialization · 3 - 6 Months
763,UE5: Beginner’s Guide to Building a 3D Environment,Packt," Unreal Engine, 3D Modeling, Virtual Environment, Computer Graphics, Animations, Visualization (Computer Graphics), UI Components, Animation and Game Design, Motion Graphics, Video Production, Scalability, Development Environment, Color Theory, Performance Tuning, Game Design, Simulations, Design",0,0,Beginner · Specialization · 3 - 6 Months
764,Apache Kafka - An Introduction,Coursera Instructor Network," Apache Kafka, Real Time Data, Data Pipelines, Data Processing, Operational Databases, System Monitoring, Scalability, Performance Tuning",0,0,Beginner · Course · 1 - 4 Weeks
765,Introduction to Open Source Application Development,Illinois Tech," Unified Modeling Language, Debugging, Object Oriented Programming (OOP), Python Programming, Computer Programming, System Programming, Pseudocode, Software Design, User Interface (UI), Data Structures, File Management",0,0,Beginner · Course · 1 - 3 Months
766,GenAI Chatbots: Create and Deploy OpenAI-Powered Chatbots,Coursera Project Network," OpenAI, ChatGPT, Prompt Engineering, Generative AI, Back-End Web Development, Restful API, Application Programming Interface (API), Web Development, Web Applications, Python Programming, UI Components",0,0,Intermediate · Guided Project · Less Than 2 Hours
767,Back-End Developer Capstone ,Meta," Back-End Web Development, Django (Web Framework), Git (Version Control System), Full-Stack Web Development, Server Side, API Design, Application Development, Restful API, Unit Testing, MySQL, User Accounts, Software Testing, Web Applications, Databases",0,0,Intermediate · Course · 1 - 4 Weeks
768,Java Development Capstone Project,IBM," Database Design, Continuous Integration, Restful API, User Requirements Documents, Docker (Software), Model View Controller, Front-End Web Development, Databases, User Story, CI/CD, Java, Java Programming, Hibernate (Java), Database Application, HTML and CSS, Full-Stack Web Development, Spring Boot, Java Platform Enterprise Edition (J2EE), Back-End Web Development, Software Design Documents",0,0,Advanced · Course · 1 - 3 Months
769,Modernizaciуn de sitios web con IA generativa en GC,Google Cloud," Generative AI, Web Content, Content Management Systems, UI/UX Strategy, User Experience, Web Analytics and SEO, Google Cloud Platform, Web Development",0,0,Beginner · Course · 1 - 4 Weeks
770,Introduction to iOS Mobile Application Development,Meta," iOS Development, Apple iOS, Apple Xcode, Mobile Development, Swift Programming, Mobile Development Tools, Objective-C (Programming Language), User Interface (UI), Application Development, UI Components, Integrated Development Environments, Development Environment, Storyboarding",0,0,Beginner · Course · 1 - 4 Weeks
771,Number Theory and Cryptography,University of California San Diego," Cryptography, Key Management, Encryption, Public Key Cryptography Standards (PKCS), Cybersecurity, Arithmetic, Algorithms, Theoretical Computer Science, Computational Thinking, Algebra, Applied Mathematics, Python Programming",0,0,Beginner · Course · 1 - 4 Weeks
772,Web Application Technologies and Django,University of Michigan," Django (Web Framework), HTML and CSS, Model View Controller, Application Deployment, Application Frameworks, Web Applications, Cascading Style Sheets (CSS), Web Servers, SQL, Databases, Network Protocols, Python Programming",0,0,Intermediate · Course · 1 - 3 Months
773,C Programming: Getting Started - 1,Dartmouth College," C (Programming Language), Software Documentation, Programming Principles, Computer Programming, Embedded Software, Human Computer Interaction, Debugging, Development Environment, Engineering Calculations",0,0,Beginner · Course · 1 - 3 Months
774,Application Development,Amazon," Git (Version Control System), Software Development Methodologies, Requirements Analysis, Version Control, Application Development, Software Development Life Cycle, Systems Development, Software Development, Agile Software Development, Unified Modeling Language, Software Testing, JUnit, Agile Methodology, Spring Framework, Code Review, Maintainability, Debugging, Java, Technical Design, User Story",0,0,Beginner · Course · 1 - 3 Months
775,Smart Contracts,University at Buffalo," Blockchain, Program Development, Software Development, Development Environment, Web Development Tools, Software Design, Solution Design, Business Logic, Event-Driven Programming, Application Deployment, Development Testing, Data Validation",0,0,Intermediate · Course · 1 - 4 Weeks
776,Web Development with Python,Microsoft," Web Development, Flask (Web Framework), Restful API, Selenium (Software), Front-End Web Development, Web Applications, Full-Stack Web Development, Secure Coding, Object-Relational Mapping, JavaScript Frameworks, Application Security, Application Deployment, Cloud Applications, HTML and CSS, Back-End Web Development, Databases, Application Programming Interface (API), Microsoft Azure, Vue.JS, Collaboration",0,0,Beginner · Course · 1 - 3 Months
777,Introduction to CSS3,University of Michigan," Cascading Style Sheets (CSS), Web Content Accessibility Guidelines, HTML and CSS, Web Design, Hypertext Markup Language (HTML), Web Design and Development, Responsive Web Design, User Interface (UI), Web Development, Javascript, Debugging",0,0,Beginner · Course · 1 - 3 Months
778,Advanced Algorithms and Complexity,University of California San Diego," Algorithms, Network Routing, Network Model, Graph Theory, Operations Research, Theoretical Computer Science, Network Analysis, Data Structures, Computational Thinking, Linear Algebra, Computer Science, Big Data, Python Programming, Probability & Statistics",0,0,Advanced · Course · 1 - 3 Months
779,Oracle Database Platform,LearnQuest," Oracle SQL Developer, Oracle Databases, PL/SQL, Database Administration, Database Software, Databases, SQL, Database Architecture and Administration, Stored Procedure, Database Management, Network Architecture",0,0,Beginner · Course · 1 - 4 Weeks
780,"Get Started with Cloud Native, DevOps, Agile, and NoSQL",IBM," Cloud-Native Computing, NoSQL, MongoDB, Agile Methodology, Scrum (Software Development), Cloud Applications, Software Development, DevOps, Test Driven Development (TDD), Software Development Methodologies, CI/CD, Behavior-Driven Development, Continuous Integration, Continuous Delivery, User Story",0,0,Intermediate · Course · 1 - 3 Months
781,Certified Ethical Hacker (CEH) v.12,Packt," MITRE ATT&CK Framework, Vulnerability Assessments, Open Web Application Security Project (OWASP), Distributed Denial-Of-Service (DDoS) Attacks, Vulnerability Management, Threat Modeling, Cybersecurity, Malware Protection, Mobile Security, Cyber Threat Intelligence, Penetration Testing, Cyber Attacks, Network Security, Cryptography, Intrusion Detection and Prevention, Threat Management, Information Systems Security, Threat Detection, Cyber Security Assessment, Cloud Security",0,0,Beginner · Specialization · 3 - 6 Months
782,Desarrollador back-end de Meta,Meta," Full-Stack Web Development, Restful API, Django (Web Framework), Relational Databases, Version Control, SQL, Unix Commands, Git (Version Control System), GitHub, Database Design, Responsive Web Design, Database Management Systems, Front-End Web Development, Algorithms, Test Driven Development (TDD), Web Development, Python Programming, Linux, Computer Programming, Cloud Hosting",0,0,Beginner · Professional Certificate · 3 - 6 Months
783,Java Development with Databases ,SkillUp EdTech," Hibernate (Java), Object-Relational Mapping, Spring Boot, Restful API, Java, NoSQL, Database Development, SQL, Databases, Database Design, Java Programming, Data Access, Database Management, Relational Databases, Back-End Web Development, Query Languages, Software Development",0,0,Intermediate · Course · 1 - 4 Weeks
784,An Introduction to Interactive Programming in Python (Part 1),Rice University," Event-Driven Programming, Application Development, Interactive Design, Programming Principles, Computer Graphics, Python Programming, Game Design, Computer Programming, Debugging",0,0,Mixed · Course · 1 - 3 Months
785,"Designing, Running, and Analyzing Experiments",University of California San Diego," Statistical Analysis, Experimentation, Usability Testing, A/B Testing, Statistical Hypothesis Testing, Data Analysis, UI/UX Research, R Programming, User Experience, Research Design, Human Computer Interaction, Statistics, Statistical Modeling",0,0,Intermediate · Course · 1 - 3 Months
786,Linux for Developers,The Linux Foundation," Package and Software Management, Linux, Command-Line Interface, File Systems, Linux Administration, Linux Commands, User Accounts, System Configuration, Unix Shell, Performance Tuning, System Monitoring, Operating Systems, Networking Hardware",0,0,Beginner · Course · 1 - 3 Months
787,Discovery and Low-Fidelity Design with Figma,Coursera," User Research, Figma (Design Software), User Experience Design, Prototyping, Wireframing, UI/UX Research, Persona (User Experience), User Experience, Usability, User Centered Design, User Interface and User Experience (UI/UX) Design, Human Centered Design, Collaborative Software, User Flows",0,0,Intermediate · Course · 1 - 4 Weeks
788,FortiGate Administrator,"Fortinet, Inc."," Virtual Private Networks (VPN), Firewall, Network Routing, Intrusion Detection and Prevention, Authentications, Network Security, Network Administration, Security Controls, User Accounts, System Configuration, Network Monitoring, Web Servers",0,0,Intermediate · Course · 1 - 3 Months
789,Open Source Software Development Methods,The Linux Foundation," Open Source Technology, GitHub, CI/CD, Git (Version Control System), Collaborative Software, Software Development Methodologies, Software Development Life Cycle, Linux, Technical Communication",0,0,Beginner · Course · 1 - 4 Weeks
790,Programming Fundamentals in Kotlin,Meta," Kotlin, Object Oriented Programming (OOP), Programming Principles, Android Development, Data Structures, Computer Programming, Mobile Development, Integrated Development Environments, Debugging",0,0,Beginner · Course · 1 - 4 Weeks
791,Secure Coding Practices,"University of California, Davis"," Threat Modeling, Open Web Application Security Project (OWASP), Secure Coding, Cryptography, Authentications, Encryption, Penetration Testing, Vulnerability Assessments, Application Security, Data Security, Security Controls, Software Design, C and C++, Vulnerability Management, Authorization (Computing), Java, Linux, Programming Principles, Debugging, Cybersecurity",0,0,Intermediate · Specialization · 3 - 6 Months
792,Device-based Models with TensorFlow Lite,DeepLearning.AI," iOS Development, Android Development, Tensorflow, Swift Programming, Mobile Development, Applied Machine Learning, Embedded Systems, Machine Learning Methods, Computer Vision, Machine Learning",0,0,Intermediate · Course · 1 - 4 Weeks
793,Continuous Delivery and Managing Builds with Azure DevOps,Coursera Project Network," Azure DevOps, Continuous Delivery, CI/CD, Continuous Integration, Continuous Deployment, Devops Tools, Git (Version Control System)",0,0,Intermediate · Guided Project · Less Than 2 Hours
794,Building Test Automation Framework using Selenium and TestNG,Coursera Project Network," Test Automation, Test Case, Selenium (Software), Software Testing, Maintainability, Test Data, Debugging, Configuration Management",0,0,Advanced · Guided Project · Less Than 2 Hours
795,Foundations of 3D Modelling in Blender,Packt," 3D Modeling, Computer Graphics, Animation and Game Design, Content Management, User Interface (UI)",0,0,Beginner · Course · 3 - 6 Months
796,C++: Algorithms,Codio," Algorithms, C++ (Programming Language), Data Structures, Theoretical Computer Science, Computer Programming, Programming Principles, Computational Thinking, Technical Design",0,0,Intermediate · Course · 1 - 4 Weeks
797,Building Generative AI Apps to Talk to Your Data,Snowflake," Generative AI, Large Language Modeling, Natural Language Processing, Unstructured Data, Artificial Intelligence, Application Development, Data Pipelines, User Interface (UI), Data Processing, SQL, Query Languages",0,0,Intermediate · Course · 1 - 4 Weeks
798,Data Manipulation in RPA,UiPath," Data Manipulation, Robotic Process Automation, Automation, Data Cleansing, Data Management, Data Structures",0,0,Beginner · Course · 1 - 3 Months
799,Introduction to Programming in Swift 5,LearnQuest," Model View Controller, Swift Programming, iOS Development, Data Structures, Object Oriented Programming (OOP), Mobile Development, Programming Principles, Apple Xcode, Computer Programming, Data Modeling",0,0,Beginner · Course · 1 - 3 Months
800,ChatGPT for Beginners: SciFi Writing with Dall-e,Coursera Project Network," Prompt Engineering, ChatGPT, OpenAI, Generative AI, Artificial Intelligence, Storytelling, Storyboarding, Writing, Ideation, Creativity, Editing, Critical Thinking",0,0,Beginner · Guided Project · Less Than 2 Hours
801,Information Systems Auditing and Governance,Packt," Auditing, Internal Controls, Risk Analysis, Risk Management Framework, Continuous Monitoring, Compliance Auditing, Project Coordination, Financial Controls, Quality Assurance, Information Systems Security, Cyber Security Assessment, Governance, Presentations",0,0,Intermediate · Course · 1 - 4 Weeks
802,OpenAI API for Beginners: Create AI Assistants with ChatGPT,Coursera Project Network," ChatGPT, Prompt Engineering, OpenAI, Python Programming, Application Programming Interface (API), Generative AI, Application Development",0,0,Intermediate · Guided Project · Less Than 2 Hours
803,Canva for teachers,Coursera Project Network," Education Software and Technology, Teaching, Graphic Design, Creativity",0,0,Beginner · Guided Project · Less Than 2 Hours
804,VR with Unity: Build your first Meta Quest VR Project,Coursera Project Network," Augmented and Virtual Reality (AR/VR), Virtual Reality, Virtual Environment, Unity Engine, Interaction Design, Video Game Development, Development Environment, Software Installation",0,0,Intermediate · Guided Project · Less Than 2 Hours
805,Introduction to C++ Programming: Build a Calculator,Coursera Project Network," Program Development, C and C++, C++ (Programming Language), Object Oriented Programming (OOP), Computer Programming, Development Environment, Software Development, Computer Science",0,0,Beginner · Guided Project · Less Than 2 Hours
806,Python Programming for Quantum Computing,Packt," Object Oriented Programming (OOP), Data Structures, Python Programming, Data Manipulation, Programming Principles, Data Processing, Computer Programming, Scripting, Computational Logic, Development Environment, Jupyter",0,0,Beginner · Course · 1 - 4 Weeks
807,Fundamentals of Java Programming,Board Infinity," Eclipse (Software), Object Oriented Programming (OOP), Java Programming, Object Oriented Design, Java, Integrated Development Environments, Development Environment, Computer Programming, Programming Principles, Algorithms, Virtual Machines",0,0,Beginner · Course · 1 - 4 Weeks
808,Information Design,University of California San Diego," Graphic and Visual Design, User Interface (UI) Design, Mockups, Web Design, Responsive Web Design, Design, Typography, Wireframing, Design Elements And Principles, Usability, Interaction Design, UI Components, Prototyping",0,0,Mixed · Course · 1 - 4 Weeks
809,Advanced Relational Database and SQL,Coursera Project Network," Stored Procedure, SQL, Data Presentation, Query Languages, Relational Databases, Database Development, Database Administration, Data Science",0,0,Advanced · Guided Project · Less Than 2 Hours
810,Analyze Network Traffic with TCPDump: Build a Logging Tool,Coursera Project Network," Linux Commands, Linux, TCP/IP, Scripting, Shell Script, Network Monitoring, Network Analysis, Network Security, Network Protocols",0,0,Intermediate · Guided Project · Less Than 2 Hours
811,Python Project: Software Engineering and Image Manipulation,University of Michigan," Unified Modeling Language, Software Design, Object Oriented Design, Image Analysis, Python Programming, Jupyter, Software Engineering, Application Programming Interface (API), Computer Vision, Integrated Development Environments, Debugging",0,0,Intermediate · Course · 1 - 4 Weeks
812,Introduction to FastAPI framework,Duke University," Web Frameworks, Restful API, Application Programming Interface (API), Application Deployment, Software Documentation, Web Applications, JSON, Application Development, Server Side, Program Development, Test Tools, Python Programming, Data Validation",0,0,Intermediate · Guided Project · Less Than 2 Hours
813,Fundamentos de la Ingenierнa de Requisitos,Pontificia Universidad Catуlica del Perъ," User Story, Functional Requirement, Requirements Analysis, User Requirements Documents, System Requirements, Software Documentation, Technical Communication",0,0,Beginner · Course · 1 - 4 Weeks
814,? Python ???????(?)(Programming for Business Computing in Python (2)),National Taiwan University," Data Visualization Software, Data Structures, Data Analysis, File Management, Financial Data, Python Programming, Financial Analysis, Debugging, Data Manipulation, Business Analysis",0,0,Intermediate · Course · 1 - 4 Weeks
815,??????? (Computer Programming),National Taiwan University," Programming Principles, Computer Programming, C (Programming Language), Data Structures, Computer Science, Algorithms, Computational Thinking, Debugging",0,0,Mixed · Course · 1 - 3 Months
816,Cypress UI automation testing for absolute beginners,Coursera Project Network," Test Automation, Test Tools, Software Testing, Automation, Node.JS, Configuration Management",0,0,Beginner · Guided Project · Less Than 2 Hours
817,Advanced RAG with Vector Databases and Retrievers,IBM," User Interface (UI), Application Development, Large Language Modeling, Generative AI, Semantic Web, AI Personalization, Application Frameworks, Query Languages, Artificial Intelligence, Performance Tuning, Database Management Systems, Natural Language Processing, Unstructured Data, Scalability",0,0,Intermediate · Course · 1 - 4 Weeks
818,Get started with Wix,Coursera Project Network," Content Management Systems, Web Content, Web Design, Web Design and Development, Web Development, User Accounts, Graphic Design",0,0,Beginner · Guided Project · Less Than 2 Hours
819,Advanced Scheduling and Project Optimization in Primavera P6,Packt," Scheduling, Project Schedules, Project Controls, Timelines, Project Management Software, Work Breakdown Structure, Management Reporting, Performance Reporting, Process Improvement and Optimization, Configuration Management, Dashboard, Resource Management, System Configuration",0,0,Advanced · Course · 1 - 3 Months
820,"Intro to AR/VR/MR/XR: Technologies, Applications & Issues",University of Michigan," Augmented and Virtual Reality (AR/VR), Augmented Reality, Virtual Reality, Disabilities, Emerging Technologies, Virtual Environment, Design Thinking, Human Computer Interaction, User Experience Design, Data Ethics, Information Privacy, Diversity Equity and Inclusion Initiatives, Innovation, Ethical Standards And Conduct",0,0,Beginner · Course · 1 - 4 Weeks
821,Software Design Threats and Mitigations,University of Colorado System," Application Security, Vulnerability Assessments, Software Design, Threat Modeling, Vulnerability Management, Security Engineering, Secure Coding, Software Design Patterns, Software Architecture, Software Visualization, Cryptography, Blockchain, Public Key Cryptography Standards (PKCS)",0,0,Intermediate · Course · 1 - 3 Months
822,Software Design as an Element of the Software Development Lifecycle,University of Colorado System," Software Design, Software Development Life Cycle, Application Security, Systems Design, Technical Design, Software Architecture, Software Development Methodologies, Conceptual Design, Requirements Analysis",0,0,Mixed · Course · 1 - 3 Months
823,Software Design as an Abstraction,University of Colorado System," Database Design, Software Design, Usability Testing, User Interface and User Experience (UI/UX) Design, Software Architecture, Software Design Patterns, Database Management, Systems Design, Technical Design, Application Security, Design Strategies, Operating Systems",0,0,Intermediate · Course · 1 - 3 Months
824,Software Design Methods and Tools,University of Colorado System," Unified Modeling Language, Unit Testing, Software Design, Software Engineering Tools, Software Engineering, Systems Design, Design, Data Ethics, Computer Programming Tools, Test Tools, Software Development Methodologies, Dataflow, Verification And Validation",0,0,Intermediate · Course · 1 - 3 Months
825,Generative AI Essentials: A Comprehensive Introduction,Fractal Analytics," Generative AI, ChatGPT, Prompt Engineering, Interactive Learning, AI Personalization, Artificial Intelligence, Data Ethics, Automation, Critical Thinking",0,0,Beginner · Course · 1 - 4 Weeks
826,UX Research and Information Architecture ,IBM," Information Architecture, UI/UX Research, Design Research, Experience Design, User Interface and User Experience (UI/UX) Design, UI/UX Strategy, Persona Development, Usability, Usability Testing, Qualitative Research, Surveys, Human Centered Design, Technical Communication, Prototyping, Tree Maps, Product Strategy, Interviewing Skills",0,0,Intermediate · Course · 1 - 4 Weeks
827,Camera and Imaging,Columbia University," Image Analysis, Computer Vision, Photography, Color Theory, Computer Graphics, Visualization (Computer Graphics), Electronic Components, Semiconductors, Algorithms, Linear Algebra, Advanced Mathematics",0,0,Beginner · Course · 1 - 3 Months
828,Microservice Architectures,Vanderbilt University," Microservices, Application Deployment, Software Architecture, Scalability, Service Oriented Architecture, Java Programming, Distributed Computing, Load Balancing, Continuous Deployment, Software Design, Maintainability, Dependency Analysis, Interoperability",0,0,Intermediate · Course · 1 - 4 Weeks
829,Engineering Practices for Building Quality Software,University of Minnesota," Software Design Patterns, Software Design, Software Quality Assurance, Software Engineering, Application Security, Object Oriented Design, Software Architecture, Software Quality (SQA/SQC), Development Testing, Threat Modeling, Maintainability, Code Review, Software Testing, Continuous Integration, CI/CD, Software Technical Review, Software Documentation, Version Control",0,0,Intermediate · Course · 1 - 3 Months
830,Input and Interaction,University of California San Diego," Human Computer Interaction, Human Factors, User Interface (UI), Usability, Interaction Design, Human Machine Interfaces, User Interface and User Experience (UI/UX) Design, User Interface (UI) Design, Prototyping",0,0,Mixed · Course · 1 - 4 Weeks
831,NVIDIA: Fundamentals of Deep Learning,Whizlabs," Deep Learning, Image Analysis, Computer Vision, PyTorch (Machine Learning Library), Artificial Neural Networks, Tensorflow, Machine Learning Methods, Machine Learning, Supervised Learning, Data Processing, Network Model, Linear Algebra, Network Architecture",0,0,Intermediate · Course · 1 - 4 Weeks
832,"Excel/VBA for Creative Problem Solving, Part 3 (Projects)",University of Colorado Boulder," Peer Review, Microsoft Excel, Visual Basic (Programming Language), Project Design, Simulations, User Interface (UI), Automation, Debugging, Data Management",0,0,Advanced · Course · 1 - 3 Months
833,Blazor for Front-End Development,Microsoft," Microsoft Copilot, User Interface and User Experience (UI/UX) Design, UI Components, Performance Tuning, Front-End Web Development, Event-Driven Programming, Web Applications, Server Side, Data Validation, Debugging",0,0,Beginner · Course · 1 - 3 Months
834,Application Security for Developers and DevOps Professionals,IBM," Open Web Application Security Project (OWASP), Secure Coding, Application Security, Security Testing, DevSecOps, Threat Modeling, Vulnerability Scanning, Continuous Monitoring, Vulnerability Assessments, Application Performance Management, System Monitoring, Development Environment, Data Security, Software Development Life Cycle",0,0,Intermediate · Course · 1 - 4 Weeks
835,Introduction to Mobile App Development,IBM," Mobile Development, Mobile Development Tools, iOS Development, Flutter (Software), Integrated Development Environments, Apple iOS, Android Studio, Application Development, Swift Programming, React Native, Apple Xcode, Application Frameworks, Web Applications, Cross Platform Development, Software Testing, Cloud Hosting, Data Management",0,0,Beginner · Course · 1 - 4 Weeks
